original_City,lat,lon,formatted,district,suburb,name,postcode,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
San Gabriel,34.0990733,-118.1085682,"San Gabriel, CA, United States of America",,,,,San Gabriel,Los Angeles County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Margate,26.2445263,-80.206436,"Margate, FL, United States of America",,Margate,,33063,,Broward County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sandy Springs,33.9242688,-84.3785379,"Sandy Springs, GA, United States of America",,,,,Sandy Springs,Fulton County,Georgia,GA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mentor,41.6664781,-81.3399769,"Mentor, OH 44060, United States of America",,,,44060,Mentor,Lake County,Ohio,OH,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lawton,34.6086854,-98.3903305,"Lawton, OK, United States of America",,,,,Lawton,Comanche County,Oklahoma,OK,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hampton,37.0300969,-76.3452057,"Hampton, VA, United States of America",,,,,Hampton,,Virginia,VA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rome,34.257038,-85.1646726,"Rome, GA, United States of America",,,,,Rome,Floyd County,Georgia,GA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
La Crosse,43.8122836,-91.2514355,"La Crosse, WI, United States of America",,,,,La Crosse,La Crosse County,Wisconsin,WI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lewiston,46.4195913,-117.0216144,"Lewiston, ID 83501, United States of America",,,,83501,Lewiston,Nez Perce County,Idaho,ID,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hattiesburg,31.3271189,-89.2903392,"Hattiesburg, MS, United States of America",,,,,Hattiesburg,Forrest County,Mississippi,MS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Danville,40.125222,-87.6304614,"Danville, IL, United States of America",,,,,Danville,Vermilion County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Logan,41.7313447,-111.8348631,"Logan, UT, United States of America",,,,,Logan,Cache County,Utah,UT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Waterbury,41.5538091,-73.0438362,"Waterbury, CT, United States of America",,,,,Waterbury,New Haven County,Connecticut,CT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Athens,33.9597677,-83.376398,"Athens, GA, United States of America",,,,,Athens,Athens-Clarke County,Georgia,GA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Avondale,33.4355977,-112.349602,"Avondale, AZ, United States of America",,,,,Avondale,Maricopa County,Arizona,AZ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Marietta,33.9528472,-84.5496148,"Marietta, GA, United States of America",,,,,Marietta,Cobb County,Georgia,GA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Yuma,32.6926588,-114.6276157,"Yuma, AZ 85364, United States of America",,,Yuma,85364,Yuma,Yuma County,Arizona,AZ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wausau,44.9596017,-89.6298239,"Wausau, WI, United States of America",,,,,Wausau,Marathon County,Wisconsin,WI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pasco,46.2306739,-119.0921,"Pasco, WA 99301, United States of America",,,,99301,Pasco,Franklin County,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Oak Park,41.8878145,-87.7887615,"Oak Park, IL, United States of America",,,,,Oak Park,Cook County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pensacola,30.421309,-87.2169149,"Pensacola, FL, United States of America",,,,,Pensacola,Escambia County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
League City,29.5074538,-95.0949303,"League City, TX 77573, United States of America",,,,77573,League City,Galveston County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gaithersburg,39.1399187,-77.1929215,"Gaithersburg, MD, United States of America",,,,,Gaithersburg,Montgomery County,Maryland,MD,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lehi,40.3881114,-111.8486019,"Lehi, UT 84043, United States of America",,,,84043,Lehi,Utah County,Utah,UT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tuscaloosa,33.2095614,-87.5675258,"Tuscaloosa, AL, United States of America",,,,,Tuscaloosa,Tuscaloosa County,Alabama,AL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Moreno Valley,33.937517,-117.2305944,"Moreno Valley, CA, United States of America",,,,,Moreno Valley,Riverside County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Georgetown,30.6326942,-97.6772311,"Georgetown, TX, United States of America",,,,,Georgetown,Williamson County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Loveland,40.385549,-105.04436132094955,"Loveland, CO, United States of America",,,,,Loveland,Larimer County,Colorado,CO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chandler,33.3061605,-111.84125,"Chandler, AZ, United States of America",,,,,Chandler,Maricopa County,Arizona,AZ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Helena,33.2937354,-86.93437519805573,"Helena, AL, United States of America",,,,,Helena,Jefferson County,Alabama,AL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kirkwood,38.5800713,-90.4069177,"Kirkwood, MO 63122, United States of America",,,,63122,Kirkwood,Saint Louis County,Missouri,MO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Waco,31.549333,-97.1466695,"Waco, TX, United States of America",,,,,Waco,McLennan County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Frankfort,38.2009055,-84.8732836,"Frankfort, KY 40601, United States of America",,,,40601,Frankfort,Franklin County,Kentucky,KY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bethlehem,40.6178915,-75.3786521,"Bethlehem, PA, United States of America",,,,,Bethlehem,Northampton County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Grand Island,40.924271,-98.338685,"Grand Island, NE, United States of America",,,,,Grand Island,Hall County,Nebraska,NE,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Woodbury,44.919896,-92.9339449,"Woodbury, MN, United States of America",,,,,Woodbury,Washington County,Minnesota,MN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rogers,36.3320197,-94.1185366,"Rogers, AR, United States of America",,,,,Rogers,Benton County,Arkansas,AR,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Clovis,36.8252277,-119.7029194,"Clovis, CA, United States of America",,,,,Clovis,Fresno County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jupiter,26.9342246,-80.0942087,"Jupiter, FL, United States of America",,Jupiter,,,,Palm Beach County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Santa Barbara,34.4221319,-119.7026673,"Santa Barbara, CA, United States of America",,,,,Santa Barbara,Santa Barbara County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Cedar Hill,32.5888072,-96.9553675,"Cedar Hill, TX, United States of America",,,,,Cedar Hill,Dallas County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Norfolk,36.8968052,-76.2602336,"Norfolk, VA, United States of America",,,,,Norfolk,,Virginia,VA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Draper,40.5247777,-111.8627989,"Draper, UT, United States of America",,,,,Draper,Salt Lake County,Utah,UT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ann Arbor,42.2681569,-83.7312291,"Ann Arbor, MI, United States of America",,,,,Ann Arbor,Washtenaw County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
La Mesa,32.7678288,-117.0230839,"La Mesa, CA, United States of America",,,,,La Mesa,San Diego County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pocatello,42.8620287,-112.450627,"Pocatello, ID, United States of America",,,,,Pocatello,Bannock County,Idaho,ID,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Holland,42.7876022,-86.1090828,"Holland, MI 49423, United States of America",,,,49423,Holland,Ottawa County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Milford,41.2222218,-73.0570603,"Milford, CT, United States of America",,,,,Milford,New Haven County,Connecticut,CT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Buffalo Grove,42.1514146,-87.959794,"Buffalo Grove, IL 60089, United States of America",,,Buffalo Grove,60089,Buffalo Grove,Cook County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lake Forest,42.2586342,-87.840625,"Lake Forest, IL 60045, United States of America",,,,60045,Lake Forest,Lake County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Redding,40.5863563,-122.391675,"Redding, CA, United States of America",,,,,Redding,Shasta County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chico,39.7284945,-121.8374777,"Chico, CA, United States of America",,,,,Chico,Butte County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Utica,43.1009031,-75.2326641,"Utica, NY, United States of America",,,,,Utica,Oneida County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Conway,35.0886963,-92.4421011,"Conway, AR, United States of America",,,,,Conway,Faulkner County,Arkansas,AR,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Cheyenne,41.139981,-104.820246,"Cheyenne, WY, United States of America",,,,,Cheyenne,Laramie County,Wyoming,WY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Owensboro,37.7742152,-87.1133304,"Owensboro, KY, United States of America",,,,,Owensboro,Daviess County,Kentucky,KY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Caldwell,30.5305813,-96.6969703,"Caldwell, TX 77836, United States of America",,,,77836,Caldwell,Burleson County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kenner,29.9942265,-90.2417806,"Kenner, LA, United States of America",,,,,Kenner,Jefferson Parish,Louisiana,LA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nashua,42.7656251,-71.4677032,"Nashua, NH, United States of America",,,,,Nashua,Hillsborough County,New Hampshire,NH,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bartlett,41.9908485,-88.1850028,"Bartlett, IL 60103, United States of America",,,,60103,Bartlett,Cook County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Redwood City,37.4863239,-122.232523,"Redwood City, CA, United States of America",,,,,Redwood City,San Mateo County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lebanon,40.3429683,-76.4233816,"Lebanon, PA, United States of America",,,,,Lebanon,Lebanon County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Santa Maria,34.9531295,-120.4358577,"Santa Maria, CA, United States of America",,,,,Santa Maria,Santa Barbara County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Des Plaines,42.0415823,-87.8873916,"Des Plaines, IL, United States of America",,,,,Des Plaines,Cook County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Longview,32.5007031,-94.74049,"Longview, TX, United States of America",,,,,Longview,Gregg County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hendersonville,35.3187279,-82.4609528,"Hendersonville, NC 28738, United States of America",,,Hendersonville,28738,Hendersonville,Henderson County,North Carolina,NC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Waterloo,42.498275,-92.3328743,"Waterloo, IA, United States of America",,,,,Waterloo,Black Hawk County,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Cambridge,42.3750997,-71.1056157,"Cambridge, MA, United States of America",,,,,Cambridge,Middlesex County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Palatine,42.1105779,-88.0336888,"Palatine, IL, United States of America",,,,,Palatine,Cook County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Beverly,42.5584284,-70.8800491,"Beverly, MA, United States of America",,,,,Beverly,Essex County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Eugene,44.0505054,-123.0950506,"Eugene, OR, United States of America",,,,,Eugene,Lane County,Oregon,OR,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Oxnard,34.1976308,-119.1803818,"Oxnard, CA, United States of America",,,,,Oxnard,Ventura County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Renton,47.4799078,-122.2034496,"Renton, WA, United States of America",,,,,Renton,King County,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Glenview,38.3084193,-85.6505526,"Glenview, KY 40025, United States of America",,,,40025,Glenview,Jefferson County,Kentucky,KY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Delray Beach,26.4614625,-80.0728201,"Delray Beach, FL, United States of America",,,,,Delray Beach,Palm Beach County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Commerce City,39.8083196,-104.9338675,"Commerce City, CO 80640, United States of America",,,,80640,Commerce City,Adams County,Colorado,CO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Texas City,29.396013,-94.9175485,"Texas City, TX, United States of America",,,,,Texas City,Galveston County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wilson,35.7212689,-77.9155395,"Wilson, NC 27893, United States of America",,,,27893,Wilson,Wilson County,North Carolina,NC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rio Rancho,35.269381,-106.632819,"Rio Rancho, NM, United States of America",,,,,Rio Rancho,Sandoval County,New Mexico,NM,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Goldsboro,35.3848841,-77.9927651,"Goldsboro, NC, United States of America",,,,,Goldsboro,Wayne County,North Carolina,NC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Montebello,34.0159398,-118.111975,"Montebello, CA, United States of America",,,,,Montebello,Los Angeles County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
El Cajon,32.7947731,-116.962526,"El Cajon, CA, United States of America",,,,,El Cajon,San Diego County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Beaumont,30.0860459,-94.1018461,"Beaumont, TX, United States of America",,,,,Beaumont,Jefferson County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
West Palm Beach,26.715364,-80.0532942,"West Palm Beach, FL, United States of America",,,,,West Palm Beach,Palm Beach County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Abilene,32.44645,-99.7475905,"Abilene, TX, United States of America",,,,,Abilene,Taylor County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Normal,40.5092961,-88.9843937,"Normal, IL, United States of America",,,,,Normal,McLean County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint Charles,38.7946252,-90.519829,"Saint Charles, MO, United States of America",,,,,Saint Charles,Saint Charles County,Missouri,MO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Camarillo,34.2176371,-119.0383541,"Camarillo, CA, United States of America",,,,,Camarillo,Ventura County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hillsboro,45.5228939,-122.989827,"Hillsboro, OR, United States of America",,,,,Hillsboro,Washington County,Oregon,OR,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Burbank,34.1816482,-118.3258554,"Burbank, CA, United States of America",,,,,Burbank,Los Angeles County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Modesto,37.6390972,-120.9968782,"Modesto, CA, United States of America",,,,,Modesto,Stanislaus County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Garden City,37.9716898,-100.8726618,"Garden City, KS, United States of America",,,,,Garden City,Finney County,Kansas,KS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Atlantic City,39.3642852,-74.4229351,"Atlantic City, NJ, United States of America",,,,,Atlantic City,Atlantic County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Longmont,40.1672117,-105.1019287,"Longmont, CO, United States of America",,,,,Longmont,Boulder County,Colorado,CO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Davis,38.545379,-121.744583,"Davis, CA, United States of America",,,,,Davis,Yolo County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Morgan Hill,37.130408,-121.6544974,"Morgan Hill, CA 95037-3614, United States of America",,,Morgan Hill,95037-3614,Morgan Hill,Santa Clara County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
